pp
2.029976806640625000e+02
2.017388763427734375e+02
1.999300231933593750e+02
1.987254333496093750e+02
1.984652557373046875e+02
1.990345611572265625e+02
1.997946166992187500e+02
2.008170318603515625e+02
2.018209075927734375e+02
2.026432037353515625e+02
2.033886718750000000e+02
2.040308227539062500e+02
2.044413146972656250e+02
2.042386779785156250e+02
2.036483306884765625e+02
2.030817718505859375e+02
