pp
1.914036254882812500e+02
1.900544281005859375e+02
1.873811950683593750e+02
1.845415344238281250e+02
1.827362365722656250e+02
1.819993743896484375e+02
1.820985260009765625e+02
1.827431182861328125e+02
1.839371337890625000e+02
1.853734130859375000e+02
1.866164550781250000e+02
1.876603851318359375e+02
1.889571990966796875e+02
1.900743408203125000e+02
1.909944305419921875e+02
1.916079559326171875e+02
