pp
6.266574859619140625e+01
1.026952896118164062e+02
1.333363952636718750e+02
1.431541290283203125e+02
1.478416290283203125e+02
1.499846038818359375e+02
1.505263366699218750e+02
1.501065368652343750e+02
1.492140045166015625e+02
1.480624847412109375e+02
1.467268066406250000e+02
1.455021972656250000e+02
1.447953796386718750e+02
1.439793548583984375e+02
1.433215789794921875e+02
1.434440460205078125e+02
