pp
2.129626312255859375e+02
2.123212890625000000e+02
2.114499206542968750e+02
2.107959136962890625e+02
2.104992828369140625e+02
2.106104888916015625e+02
2.110040893554687500e+02
2.115984039306640625e+02
2.119313049316406250e+02
2.121046905517578125e+02
2.123041534423828125e+02
2.126106719970703125e+02
2.129728240966796875e+02
2.131806640625000000e+02
2.132735900878906250e+02
2.130736541748046875e+02
