pp
8.452169036865234375e+01
8.305727386474609375e+01
8.270072937011718750e+01
8.318262481689453125e+01
8.311093902587890625e+01
8.359041595458984375e+01
8.382273864746093750e+01
8.449098205566406250e+01
8.421791839599609375e+01
8.422757720947265625e+01
8.475457763671875000e+01
8.502545928955078125e+01
8.473383331298828125e+01
8.440047454833984375e+01
8.468070220947265625e+01
8.452639770507812500e+01
