pp
1.593035888671875000e+02
1.579695281982421875e+02
1.564588775634765625e+02
1.560691070556640625e+02
1.559486389160156250e+02
1.559827575683593750e+02
1.564455566406250000e+02
1.572242889404296875e+02
1.580174865722656250e+02
1.587510986328125000e+02
1.590365600585937500e+02
1.590694427490234375e+02
1.590715332031250000e+02
1.590233154296875000e+02
1.592750091552734375e+02
1.593433380126953125e+02
