pp
3.040900802612304688e+01
2.940025138854980469e+01
2.917367553710937500e+01
2.954217529296875000e+01
2.963948822021484375e+01
2.966364288330078125e+01
2.934803390502929688e+01
2.940009498596191406e+01
2.944771194458007812e+01
3.040280151367187500e+01
3.028974533081054688e+01
3.016898345947265625e+01
3.023549652099609375e+01
3.030449104309082031e+01
3.037163734436035156e+01
3.041050529479980469e+01
