pp
1.417168731689453125e+02
1.399319305419921875e+02
1.384456634521484375e+02
1.385009613037109375e+02
1.383829498291015625e+02
1.385265808105468750e+02
1.392460174560546875e+02
1.408254241943359375e+02
1.415353698730468750e+02
1.419162597656250000e+02
1.416210784912109375e+02
1.416453552246093750e+02
1.418824005126953125e+02
1.413922119140625000e+02
1.414864807128906250e+02
1.417913513183593750e+02
