pp
1.611114807128906250e+02
1.612521057128906250e+02
1.608699951171875000e+02
1.602127685546875000e+02
1.595309753417968750e+02
1.589477539062500000e+02
1.586684875488281250e+02
1.587301025390625000e+02
1.590194854736328125e+02
1.594817810058593750e+02
1.600439147949218750e+02
1.605610046386718750e+02
1.609377593994140625e+02
1.611215820312500000e+02
1.613078155517578125e+02
1.617012939453125000e+02
