pp
1.898124237060546875e+02
1.874510040283203125e+02
1.832843475341796875e+02
1.800237274169921875e+02
1.786404418945312500e+02
1.788181304931640625e+02
1.800210571289062500e+02
1.817726440429687500e+02
1.833583679199218750e+02
1.852661895751953125e+02
1.869233093261718750e+02
1.883549499511718750e+02
1.895044097900390625e+02
1.898080139160156250e+02
1.899913787841796875e+02
1.899203643798828125e+02
