pp
1.846527709960937500e+02
1.835412445068359375e+02
1.823666687011718750e+02
1.825874176025390625e+02
1.834177246093750000e+02
1.847937469482421875e+02
1.858493499755859375e+02
1.854404602050781250e+02
1.845099182128906250e+02
1.839231262207031250e+02
1.845198822021484375e+02
1.857475128173828125e+02
1.861797332763671875e+02
1.860383148193359375e+02
1.853804321289062500e+02
1.847021179199218750e+02
