pp
4.116199111938476562e+01
4.087297821044921875e+01
4.070663452148437500e+01
4.083813476562500000e+01
4.084701156616210938e+01
4.090609741210937500e+01
4.100205230712890625e+01
4.118151092529296875e+01
4.131092453002929688e+01
4.133601379394531250e+01
4.128824996948242188e+01
4.133284378051757812e+01
4.142995834350585938e+01
4.139039230346679688e+01
4.129974746704101562e+01
4.117998123168945312e+01
