pp
3.827827758789062500e+02
3.815263671875000000e+02
3.829290161132812500e+02
3.812833557128906250e+02
3.772370300292968750e+02
3.753320922851562500e+02
3.752809753417968750e+02
3.796946716308593750e+02
3.828870849609375000e+02
3.853096313476562500e+02
3.858187255859375000e+02
3.849927978515625000e+02
3.827865600585937500e+02
3.829443969726562500e+02
3.829429626464843750e+02
3.827760314941406250e+02
