pp
9.985100555419921875e+01
9.677356719970703125e+01
9.551027679443359375e+01
9.600054931640625000e+01
9.661635589599609375e+01
9.685585021972656250e+01
9.647630310058593750e+01
9.674687194824218750e+01
9.758177185058593750e+01
9.831497192382812500e+01
9.899151611328125000e+01
9.948462677001953125e+01
9.978300476074218750e+01
9.992135620117187500e+01
9.957818603515625000e+01
9.983824920654296875e+01
