pp
3.145025329589843750e+02
3.141982727050781250e+02
3.165224914550781250e+02
3.187461547851562500e+02
3.208668823242187500e+02
3.218449096679687500e+02
3.236426696777343750e+02
3.273348999023437500e+02
3.294042663574218750e+02
3.281028747558593750e+02
3.291845397949218750e+02
3.293154602050781250e+02
3.244627685546875000e+02
3.190145568847656250e+02
3.150158081054687500e+02
3.145415344238281250e+02
