pp
2.479306335449218750e+02
2.463589172363281250e+02
2.440468750000000000e+02
2.426566162109375000e+02
2.418381958007812500e+02
2.419861145019531250e+02
2.426775970458984375e+02
2.447767944335937500e+02
2.465888061523437500e+02
2.474139556884765625e+02
2.476213684082031250e+02
2.479557647705078125e+02
2.482798461914062500e+02
2.483324432373046875e+02
2.480574798583984375e+02
2.479334259033203125e+02
