pp
5.286156463623046875e+01
5.074415969848632812e+01
5.049869918823242188e+01
5.084341049194335938e+01
5.082527923583984375e+01
5.079828643798828125e+01
5.059692382812500000e+01
5.073375701904296875e+01
5.083734512329101562e+01
5.117374420166015625e+01
5.123030853271484375e+01
5.143506240844726562e+01
5.238857650756835938e+01
5.268606948852539062e+01
5.286183166503906250e+01
5.287554550170898438e+01
