pp
4.743932342529296875e+01
4.926656341552734375e+01
5.018774032592773438e+01
5.034215164184570312e+01
5.049732208251953125e+01
5.049212265014648438e+01
5.068838119506835938e+01
5.153589248657226562e+01
5.182711410522460938e+01
5.199388122558593750e+01
5.200978851318359375e+01
5.198937606811523438e+01
5.155620193481445312e+01
4.929272842407226562e+01
4.780897903442382812e+01
4.744182205200195312e+01
