pp
3.763940048217773438e+01
3.882218170166015625e+01
3.985402297973632812e+01
4.029340362548828125e+01
4.037667083740234375e+01
4.032320785522460938e+01
4.015060043334960938e+01
3.999604034423828125e+01
3.978986358642578125e+01
3.950699234008789062e+01
3.945728302001953125e+01
3.915632247924804688e+01
3.860687255859375000e+01
3.806869506835937500e+01
3.765635299682617188e+01
3.761008453369140625e+01
