pp
1.254290695190429688e+02
1.254654083251953125e+02
1.245809326171875000e+02
1.230564880371093750e+02
1.210927581787109375e+02
1.188225250244140625e+02
1.164631423950195312e+02
1.141779098510742188e+02
1.120573348999023438e+02
1.109589462280273438e+02
1.111646499633789062e+02
1.123098144531250000e+02
1.140945053100585938e+02
1.162117919921875000e+02
1.183236083984375000e+02
1.203215713500976562e+02
