pp
3.185894393920898438e+01
3.035910606384277344e+01
3.043551063537597656e+01
3.057510375976562500e+01
3.152791786193847656e+01
3.126131629943847656e+01
3.117470550537109375e+01
3.127593994140625000e+01
3.131558036804199219e+01
3.135021591186523438e+01
3.137548446655273438e+01
3.133932304382324219e+01
3.139276504516601562e+01
3.163368034362792969e+01
3.200573730468750000e+01
3.185585975646972656e+01
