pp
1.881261138916015625e+02
1.849799957275390625e+02
1.798668212890625000e+02
1.766592864990234375e+02
1.770947875976562500e+02
1.788773193359375000e+02
1.810952148437500000e+02
1.822269134521484375e+02
1.822270202636718750e+02
1.815868530273437500e+02
1.816897277832031250e+02
1.819054718017578125e+02
1.824933929443359375e+02
1.838973999023437500e+02
1.861056976318359375e+02
1.880190124511718750e+02
