pp
5.593700027465820312e+01
5.688018035888671875e+01
5.729359054565429688e+01
5.729916763305664062e+01
5.737350082397460938e+01
5.736947631835937500e+01
5.741985321044921875e+01
5.673737335205078125e+01
5.669674301147460938e+01
5.697163391113281250e+01
5.621696853637695312e+01
5.589971542358398438e+01
5.499441528320312500e+01
5.525217437744140625e+01
5.558942413330078125e+01
5.593795776367187500e+01
