pp
1.781478881835937500e+02
1.778037414550781250e+02
1.789985198974609375e+02
1.807366027832031250e+02
1.820990295410156250e+02
1.824101715087890625e+02
1.818459625244140625e+02
1.811356353759765625e+02
1.804091949462890625e+02
1.799609069824218750e+02
1.801037292480468750e+02
1.807257995605468750e+02
1.812140960693359375e+02
1.806289062500000000e+02
1.790797271728515625e+02
1.777357482910156250e+02
