pp
8.097145080566406250e+01
6.674916076660156250e+01
6.021299362182617188e+01
5.974050903320312500e+01
5.926494216918945312e+01
5.846974182128906250e+01
5.777928543090820312e+01
5.682271194458007812e+01
5.628250122070312500e+01
5.683260726928710938e+01
5.719470214843750000e+01
6.508235168457031250e+01
7.279160308837890625e+01
7.567899322509765625e+01
7.766705322265625000e+01
8.127209472656250000e+01
