pp
1.808052520751953125e+02
1.820370178222656250e+02
1.823085479736328125e+02
1.816609039306640625e+02
1.804142913818359375e+02
1.789361114501953125e+02
1.774856262207031250e+02
1.762264251708984375e+02
1.752208862304687500e+02
1.745902404785156250e+02
1.744303741455078125e+02
1.746585693359375000e+02
1.755107574462890625e+02
1.769035339355468750e+02
1.787273406982421875e+02
1.807142486572265625e+02
