pp
1.237908782958984375e+02
1.229905624389648438e+02
1.217705459594726562e+02
1.208082580566406250e+02
1.204599914550781250e+02
1.207800369262695312e+02
1.209386749267578125e+02
1.218757553100585938e+02
1.228780441284179688e+02
1.233865814208984375e+02
1.236392135620117188e+02
1.237351379394531250e+02
1.236212615966796875e+02
1.235444793701171875e+02
1.236133422851562500e+02
1.240186767578125000e+02
